Code,Name,Address,City,Service Zone Code
H02043,TRƯỜNG CAO ĐẲNG Y TẾ BÌNH DƯƠNG,"529 Lê Hồng Phong, phường Phú Hòa, thành phố Thủ Dầu Một, tỉnh Bình Dương",BÌNH DƯƠNG,MD SOUTH
H02052,TRUNG TÂM Y TẾ THÀNH PHỐ VŨNG TÀU,"278 Lê Lợi, phường 7, thành phố Vũng Tàu, tỉnh Bà Rịa - Vũng Tàu",BÀ RỊA–VŨNG TÀU,MD SOUTH
H02055,BỆNH VIỆN QUỐC TẾ PHƯƠNG CHÂU - SÓC TRĂNG,"373 Phú Lợi, P2, thành phố Sóc Trăng, tỉnh Sóc Trăng",SÓC TRĂNG,MD MEKONG
H02061,BỆNH VIỆN DÃ CHIẾN KIÊN GIANG HÀ TIÊN,"Trung tâm văn hóa phường Mỹ Đức, phường Mỹ Đức, thành phố Hà Tiên, tỉnh Kiên Giang",KIÊN GIANG,MD MEKONG
H02062,PHÒNG KHÁM KHU VỰC AN NGHĨA,"Ấp An Nghĩa, xã An Thới Đông, huyện Cần Giờ, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H02065,BỆNH VIỆN DÃ CHIẾN SỐ 24,"Khu công nghiệp Tân Kim, thị trấn Cần Giuộc, huyện Cần Giuộc, tỉnh Long An",LONG AN,MD MEKONG
H02066,BỆNH VIỆN DÃ CHIẾN TRUYỀN NHIỄM SỐ 5G,"Kinh Dương Vương, phường 13, quận 6, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H02067,TRUNG TÂM KIỂM SOÁT BỆNH TẬT KHÁNH HÒA,"04 Quang Trung, phường Vạn Thắng, thành phố Nha Trang, tỉnh Khánh Hòa",KHÁNH HÒA,MD SOUTH
H02068,BỆNH VIỆN DÃ CHIẾN CỦ CHI,"Xã An Nhơn Tây, huyện Củ Chi, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H02070,BỆNH VIỆN DÃ CHIẾN SỐ 8,"Khu tái định cư Bình Khánh, phường An Khánh, thành phố Thủ Đức, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H02071,BỆNH VIỆN ĐA KHOA VŨNG TÀU,"27 đường 2 Tháng 9, phường 11, thành phố Vũng Tàu, tỉnh Bà Rịa - Vũng Tàu",BÀ RỊA–VŨNG TÀU,MD SOUTH
H02073,BỆNH VIỆN DÃ CHIẾN SỐ 10 LONG AN,"Trường THPT Tân Hưng, huyện Tân Hưng, tỉnh Long An",LONG AN,MD MEKONG
H02076,BỆNH VIỆN ĐẠI HỌC NAM CẦN THƠ ,"Khu dân cư Hồng Loan, phường Hưng Thạnh, quận Cái Răng, thành phố Cần Thơ",CẦN THƠ,MD MEKONG
H02078,BỆNH VIỆN ĐA KHOA PHÚC AN BÌNH PHƯỚC,"Quốc lộ 13, phường Thành Tâm, thị xã Chơn Thành, tỉnh Bình Phước",BÌNH PHƯỚC,MD SOUTH
H02079,PHÒNG KHÁM ĐA KHOA THÁI HOÀ NINH THUẬN,"93-95 Ngô Gia Tự, thành phố Phan Rang – Tháp Chàm, tỉnh Ninh Thuận",NINH THUẬN,MD CENTRAL
H02080,TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÀNH PHỐ HỒ CHÍ MINH,"475A Điện Biên Phủ, phường 25, quận Bình Thạnh, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H02082,BỆNH VIỆN CHUYÊN KHOA GIA ĐỊNH,"425 - 427 - 429 Nơ Trang Long, phường 13, quận Bình Thạnh, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H02084,CÔNG TY CỔ PHẦN DƯỢC LÂM ĐỒNG,"18 Ngô Quyền, phường 6, thành phố Đà Lạt, tỉnh Lâm Đồng",LÂM ĐỒNG,MD SOUTH
H02507,BỆNH VIỆN DÃ CHIẾN BÌNH DƯƠNG,"Đường Hùng Vương, phường Hòa Phú, thành phố Thủ Dầu Một, tỉnh Bình Dương",BÌNH DƯƠNG,MD SOUTH
H02508,TRUNG TÂM HỒI SỨC TÍCH CỰC COVID-19 ĐỒNG NAI,"234 Quốc lộ 1, phường Tân Biên, thành phố Biên Hòa, tỉnh Đồng Nai",ĐỒNG NAI,MD SOUTH
KHACHLE-08,CÔNG AN TỈNH BÌNH DƯƠNG,"681 Cách mạng tháng tám, phường Chánh Nghĩa, TP Thủ Dầu Một",BÌNH DƯƠNG,MD SOUTH
KHACHLE-10,THẢO LY,Hồ Chí Minh,HỒ CHÍ MINH,MD SOUTH
H00165,BỆNH VIỆN ĐA KHOA TỈNH BÌNH ĐỊNH,"106 Nguyễn Huệ, phường Trần Phú, thành phố Quy Nhơn, tỉnh Bình Định",BÌNH ĐỊNH,MD CENTRAL
H00407,BỆNH VIỆN ĐA KHOA VÙNG TÂY NGUYÊN,"184 Trần Quý Cáp, phường Tự An, thành phố Buôn Ma Thuột, tỉnh Đắk Lắk",ĐẮK LẮK,MD SOUTH
H00741,BỆNH VIỆN PHỔI HÀ NỘI,"44 Thanh Nhàn, phường Thanh Nhàn, quận Hai Bà Trưng, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00884,TRUNG TÂM Y TẾ THÀNH PHỐ VỊ THANH,"7 Nguyễn Công Trứ, khu vực 4, phường 1, thành phố Vị Thanh, tỉnh Hậu Giang",HẬU GIANG,MD MEKONG
H00892,TRUNG TÂM Y TẾ HUYỆN CHÂU THÀNH A - HẬU GIANG,"Ấp 1A, xã Tân Hoà, huyện Châu Thành, tỉnh Hậu Giang",HẬU GIANG,MD MEKONG
H00950,BỆNH VIỆN ĐA KHOA KHU VỰC CAM RANH,"97 Nguyễn Thái Học, phường Cam Lộc, thành phố Cam Ranh, tỉnh Khánh Hòa",KHÁNH HÒA,MD SOUTH
H00951,BỆNH VIỆN ĐA KHOA KHU VỰC NINH HÒA,"Tổ dân phố 16, phường Ninh Hiệp, thị xã Ninh Hòa, tỉnh Khánh Hòa",KHÁNH HÒA,MD SOUTH
H00957,BỆNH VIỆN UNG BƯỚU KHÁNH HOÀ,"229 Nguyễn Khuyến, phường Vĩnh Hải, thành phố Nha Trang, tỉnh Khánh Hòa",KHÁNH HÒA,MD SOUTH
H00958,TRUNG TÂM Y TẾ HUYỆN CAM LÂM,"Tổ dân phố Bãi Giếng Trung, thị trấn Cam Đức, huyện Cam Lâm, tỉnh Khánh Hòa",KHÁNH HÒA,MD SOUTH
H00960,BỆNH VIỆN LAO VÀ BỆNH PHỔI KHÁNH HOÀ,"Núi Sạn, phường Vĩnh Hải, thành phố Nha Trang, tỉnh Khánh Hòa",KHÁNH HÒA,MD SOUTH
H00962,SỞ Y TẾ TỈNH KHÁNH HOÀ,"3A Hàn Thuyên, phường Xương Huân, thành phố Nha Trang, tỉnh Khánh Hòa",KHÁNH HÒA,MD SOUTH
H00963,BỆNH VIỆN BỆNH NHIỆT ĐỚI KHÁNH HÒA,"23/10, thôn Phú Ân Nam 1, xã Diên An, huyện Diên Khánh, tỉnh Khánh Hòa",KHÁNH HÒA,MD SOUTH
H00964,TRUNG TÂM Y TẾ HUYỆN KHÁNH VĨNH,"Tổ 6, thị trấn Khánh Vĩnh, huyện Khánh Vĩnh, tỉnh Khánh Hòa",KHÁNH HÒA,MD SOUTH
H00966,TRUNG TÂM Y TẾ HUYỆN VẠN NINH,"Thôn Tân Đức Đông, xã Vạn Lương, huyện Vạn Ninh, tỉnh Khánh Hòa",KHÁNH HÒA,MD SOUTH
H00969,TRUNG TÂM Y TẾ HUYỆN KHÁNH SƠN,"Thôn Tà Nĩa, xã Sơn Trung, huyện Khánh Sơn, tỉnh Khánh Hòa",KHÁNH HÒA,MD SOUTH
H00971,TRUNG TÂM Y TẾ THỊ XÃ NINH HÒA,"Tổ dân phố Phú Thọ 2, phường Ninh Diêm, thị xã Ninh Hòa, tỉnh Khánh Hòa",KHÁNH HÒA,MD SOUTH
H01283,BỆNH VIỆN ĐA KHOA SÀI GÒN PHAN RANG,"05 Lê Hồng Phong, phường Mỹ Hương, thành phố Phan Rang - Tháp Chàm, tỉnh Ninh Thuận",NINH THUẬN,MD CENTRAL
H01326,TRUNG TÂM Y TẾ THÀNH PHỐ TUY HÒA,"273 Nguyễn Văn Linh, phường Phú Lâm, thành phố Tuy Hòa, tỉnh Phú Yên",PHÚ YÊN,MD SOUTH
H01327,TRUNG TÂM Y TẾ THỊ XÃ SÔNG CẦU,"Khu phố Long Hải Bắc, Phường Xuân Yên, thị xã Sông Cầu, tỉnh Phú Yên",PHÚ YÊN,MD SOUTH
H01330,TRUNG TÂM Y TẾ THỊ XÃ ĐÔNG HÒA,"Khu phố Phú Hiệp 3, Phường Hòa Hiệp Trung, thị xã Đông Hoà, tỉnh Phú Yên",PHÚ YÊN,MD SOUTH
H01332,TRUNG TÂM Y TẾ HUYỆN PHÚ HÒA,"Khu phố Định Thọ I, Thị trấn Phú Hoà, huyện Phú Hoà, tỉnh Phú Yên",PHÚ YÊN,MD SOUTH
H01355,BỆNH VIỆN HỮU NGHỊ VIỆT NAM – CU BA ĐỒNG HỚI,"Đường Hữu Nghị, tiểu khu 14, phường Nam Lý, thành phố Đồng Hới, tỉnh Quảng Bình",Quảng Bình,MD CENTRAL
H01793,BỆNH VIỆN ĐA KHOA MỸ ĐỨC PHÚ NHUẬN,"43R/2-4 Hồ Văn Huê, phường 9, quận Phú Nhuận, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01809,BỆNH VIỆN THẨM MỸ AVA,"236-238 Võ Văn Tần, phường 5, quận 3, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01827,BỆNH VIỆN ĐẠI HỌC Y DƯỢC TP HỒ CHÍ MINH - CS 1,"215 Hồng Bàng, phường 11, quận 5, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01865,BỆNH VIỆN LÊ VĂN THỊNH,"130 Lê Văn Thịnh, phường Bình Trưng Tây, thành phố Thủ Đức, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01881,BỆNH VIỆN QUẬN TÂN PHÚ,"609 - 611 Âu Cơ, phường Phú Trung, quận Tân Phú, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01920,BỆNH VIỆN ĐA KHOA QUỐC TẾ VINMEC CENTRAL PARK,"720A Điện Biên Phủ, phường 22, quận Bình Thạnh, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H02077,Dr. DUY ANH MEDIAL CLINIC,"Tòa nhà IRIS 3, Hà Đô Centrosa, 118 đường Ba Tháng Hai, phường 12, quận 10, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H00006,TRUNG TÂM Y TẾ THÀNH PHỐ CAO BẰNG,"Phường Sông Bằng, thành phố Cao Bằng, tỉnh Cao Bằng",CAO BẰNG,MD NORTH
H00007,BỆNH VIỆN TĨNH TÚC,"Thị trấn Tĩnh Túc, huyện Nguyên Bình, tỉnh Cao Bằng",CAO BẰNG,MD NORTH
H00053,BỆNH VIỆN 09 HÀ NỘI,"Km3 đường 70, xã Tân Triều, huyện Thanh Trì, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00061,TRUNG TÂM Y TẾ HUYỆN THANH TRÌ,"Thị trấn Văn Điển, huyện Thanh Trì, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00071,TRUNG TÂM Y TẾ HÀNG KHÔNG,"23/200 Nguyễn Sơn, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00074,BỆNH VIỆN ĐA KHOA TỈNH BẮC KẠN," Tổ 12, phường Nguyễn Thị Minh Khai, thành phố Bắc Kạn, tỉnh Bắc Kạn",BẮC KẠN,MD NORTH
H00077,TRUNG TÂM TIM MẠCH BỆNH VIỆN E,"87 - 89 Trần Cung, phường Nghĩa Tân, quận Cầu Giấy, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00080,TRUNG TÂM Y TẾ HUYỆN BA BỂ,"Tiểu khu 2, thị trấn Chợ Rã, huyện Ba Bể, tỉnh Bắc Kạn",BẮC KẠN,MD NORTH
H00081,BỆNH VIỆN CÔNG AN THÀNH PHỐ HÀ NỘI,"9 Văn Phú, phường Phú La, quận Hà Đông, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00082,TRUNG TÂM Y TẾ HUYỆN BẠCH THÔNG,"Thị trấn Phủ Thông, huyện Bạch Thông, tỉnh Bắc Kạn",BẮC KẠN,MD NORTH
H00084,TRUNG TÂM Y TẾ HUYỆN CHỢ ĐỒN,"Tổ 1, thị trấn Bằng Lũng, huyện Chợ Đồn, tỉnh Bắc Kạn",BẮC KẠN,MD NORTH
H00085,TRUNG TÂM Y TẾ HUYỆN CHỢ MỚI - BẮC KẠN,"Tổ 11, thị trấn Đồng Tâm, huyện Chợ mới, tỉnh Bắc Kạn",BẮC KẠN,MD NORTH
H00086,TRUNG TÂM Y TẾ HUYỆN NA RÌ,"Thôn Pàn Chầu, thị trấn Yến Lạc, huyện Na Rì, tỉnh Bắc Kạn",BẮC KẠN,MD NORTH
H00088,TRUNG TÂM Y TẾ HUYỆN NGÂN SƠN,"Xã Vân Tùng, huyện Ngân Sơn, tỉnh Bắc Kạn",BẮC KẠN,MD NORTH
H00090,TRUNG TÂM Y TẾ HUYỆN PÁC NẶM,"Xã Bộc Bố, huyện Pác Nặm, tỉnh Bắc Kạn",BẮC KẠN,MD NORTH
H00136,TRUNG TÂM Y TẾ HUYỆN BA VÌ,"Thị trấn Tây Đằng, huyện Ba Vì, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00164,BỆNH VIỆN ĐA KHOA HOÀ BÌNH - BÌNH ĐỊNH,"355 Trần Hưng Đạo, phường Trần Hưng Đạo, thành phố Quy Nhơn, tỉnh Bình Định",BÌNH ĐỊNH,MD CENTRAL
H00264,BỆNH VIỆN ĐA KHOA HUYỆN HẬU LỘC," 15 Lưu Cộng Hoà, khu Tân Mỹ, thị trấn Hậu Lộc, huyện Hậu Lộc, tỉnh Thanh Hoá",THANH HÓA,MD NORTH
H00265,BỆNH VIỆN ĐA KHOA HUYỆN LANG CHÁNH,"Khu phố Lê Lai, thị trấn Lang Chánh, huyện Lang Chánh, tỉnh Thanh Hóa",THANH HÓA,MD NORTH
H00288,BỆNH VIỆN ĐA KHOA HUYỆN QUAN SƠN,"Km 35 thị trấn Quan Sơn, huyện Quan Sơn, tỉnh Thanh Hoá",THANH HÓA,MD NORTH
H00296,TRUNG TÂM Y TẾ THỊ XÃ BỈM SƠN,"219 Trần Phú, phường Lam Sơn, thị xã Bỉm Sơn, tỉnh Thanh Hóa",THANH HÓA,MD NORTH
H00330,TRUNG TÂM Y TẾ THÀNH PHỐ SẦM SƠN," 286 Lê Lợi, phường Trường Sơn, thành phố Sầm Sơn, tỉnh Thanh Hóa",THANH HÓA,MD NORTH
H00334,BÊNH VIỆN ĐA KHOA HUYỆN THỌ XUÂN,"Thị trấn Thọ Xuân, huyện Thọ Xuân, tỉnh Thanh Hoá ",THANH HÓA,MD NORTH
H00335,TRUNG TÂM Y TẾ HUYỆN THƯỜNG XUÂN,"Khu 3 thị trấn Thường Xuân, huyện Thường Xuân, tỉnh Thanh Hoá",THANH HÓA,MD NORTH
H00338,BỆNH VIỆN ĐA KHOA TỈNH CAO BẰNG,"Km2 đường Đông Khê, phường Tân Giang, thành phố Cao Bằng, tỉnh Cao Bằng",CAO BẰNG,MD NORTH
H00340,TRUNG TÂM Y TẾ HUYỆN VĨNH LỘC,"Thôn Bái Xuân, xã Vĩnh Phúc, huyện Vĩnh Lộc, tỉnh Thanh Hoá",THANH HÓA,MD NORTH
H00351,TRUNG TÂM Y TẾ HUYỆN BẢO LẠC,"Tổ dân phố 6, thị trấn Bảo Lạc, huyện Bảo Lạc, tỉnh Cao Bằng",CAO BẰNG,MD NORTH
H00352,TRUNG TÂM Y TẾ HUYỆN BẢO LÂM - CAO BẰNG,"Khu 2, thị trấn Pác Miầu, huyện Bảo Lâm, tỉnh Cao Bằng",CAO BẰNG,MD NORTH
H00353,TRUNG TÂM Y TẾ HUYỆN HẠ LANG,"Xóm Đoỏng Hoan, thị trấn Thanh Nhật, huyện Hạ Lang, tỉnh Cao Bằng",CAO BẰNG,MD NORTH
H00354,TRUNG TÂM Y TẾ HUYỆN HÀ QUẢNG,"Thị trấn Thông Nông, huyện Hà Quảng, tỉnh Cao Bằng",CAO BẰNG,MD NORTH
H00355,TRUNG TÂM Y TẾ HUYỆN HÒA AN,"Thị trấn Nước Hai, huyện Hòa An, tỉnh Cao Bằng",CAO BẰNG,MD NORTH
H00357,TRUNG TÂM Y TẾ HUYỆN NGUYÊN BÌNH,"Thị trấn Nguyên Bình, huyện Nguyên Bình, tỉnh Cao Bằng ",CAO BẰNG,MD NORTH
H00359,TRUNG TÂM Y TẾ HUYỆN QUẢNG HOÀ,"Thị trấn Hòa Thuận, huyện Quảng Hòa, tỉnh Cao Bằng",CAO BẰNG,MD NORTH
H00360,TRUNG TÂM Y TẾ HUYỆN THẠCH AN,"Tố dân phố 2, thị trấn Đông Khê, huyện Thạch An, tỉnh Cao Bằng",CAO BẰNG,MD NORTH
H00364,TRUNG TÂM Y TẾ HUYỆN TRÙNG KHÁNH,"Xóm Tân Lập, xã Cao Chương, huyện Trùng Khánh, tỉnh Cao Bằng",CAO BẰNG,MD NORTH
H00374,VIỆN THẨM MỸ QUỐC TẾ QC," 82 Nguyễn Văn Linh, phường Nam Dương, quận Hải Châu, thành phố Đà Nẵng",ĐÀ NẴNG,MD CENTRAL
H00564,BỆNH VIỆN ĐA KHOA TỈNH HÀ GIANG,"Số 11, tổ 10, đường Minh Khai, thành phố Hà Giang, tỉnh Hà Giang",HÀ GIANG,MD NORTH
H00565,BỆNH VIỆN LAO VÀ BỆNH PHỔI TỈNH HÀ GIANG,"Tổ 3, phường Minh Khai, thành phố Hà Giang, tỉnh Hà Giang",HÀ GIANG,MD NORTH
H00567,SỞ Y TẾ TỈNH HÀ GIANG,"Số 338, phường Nguyễn Trãi, thành phố Hà Giang, tỉnh Hà Giang",HÀ GIANG,MD NORTH
H00568,BỆNH VIỆN ĐA KHOA HUYỆN MÈO VẠC,"Tổ 5, thị trấn Mèo Vạc, huyện Mèo Vạc, tỉnh Hà Giang",HÀ GIANG,MD NORTH
H00569,BỆNH VIỆN ĐA KHOA KHU VỰC YÊN MINH,"Tổ 6, thị trấn Yên Minh, huyện Yên Minh, tỉnh Hà Giang",HÀ GIANG,MD NORTH
H00570,BỆNH VIỆN ĐA KHOA HUYỆN BẮC MÊ,"Thị trấn Yên Phú, huyện Bắc Mê, tỉnh Hà Giang",HÀ GIANG,MD NORTH
H00571,BỆNH VIỆN ĐA KHOA HUYỆN QUẢN BẠ,"Tổ 4, thị trấn Tam Sơn, huyện Quản Bạ, tỉnh Hà Giang",HÀ GIANG,MD NORTH
H00572,BỆNH VIỆN ĐA KHOA HUYỆN XÍN MẦN,"Tổ 4, thị trấn Cốc Pài, huyện Xín Mần, tỉnh Hà Giang",HÀ GIANG,MD NORTH
H00574,BỆNH VIỆN ĐA KHOA KHU VỰC HOÀNG SU PHÌ,"Tổ dân phố số 5, thị trấn Vinh Quang, huyện Hoàng Su Phì, tỉnh Hà Giang",HÀ GIANG,MD NORTH
H00575,BỆNH VIỆN ĐA KHOA HUYỆN VỊ XUYÊN,"Tổ 10, thị trấn Vị Xuyên, huyện Vị Xuyên, Hà Giang",HÀ GIANG,MD NORTH
H00577,TRUNG TÂM Y TẾ HUYỆN BẮC MÊ," Tổ 5, thị trấn Yên Phú, huyện Bắc Mê, tỉnh Hà Giang",HÀ GIANG,MD NORTH
H00578,BỆNH VIỆN ĐA KHOA KHU VỰC BẮC QUANG,"Tổ 1, thị trấn Việt Quang, huyện Bắc Quang, tỉnh Hà Giang",HÀ GIANG,MD NORTH
H00580,BỆNH VIỆN ĐA KHOA HUYỆN ĐỒNG VĂN,"Tổ 7, thị trấn Đồng Văn, huyện Đồng Văn, tỉnh Hà Giang",HÀ GIANG,MD NORTH
H00583,TRUNG TÂM Y TẾ HUYỆN MÈO VẠC," Tổ 5, thị trấn Mèo Vạc, huyện Mèo Vạc, tỉnh Hà Giang",HÀ GIANG,MD NORTH
H00585,BỆNH VIỆN ĐA KHOA HUYỆN QUANG BÌNH," Tổ 5, thị trấn Yên Bình, huyện Quang Bình, tỉnh Hà Giang",HÀ GIANG,MD NORTH
H00586,TRUNG TÂM Y TẾ HUYỆN QUANG BÌNH,"Phố mới, xã Yên Bình, huyện Quang Bình, tỉnh Hà Giang",HÀ GIANG,MD NORTH
H00615,BỘ QUỐC PHÒNG,"7 Nguyễn Tri Phương, phường Điện Biên Phủ, quận Ba Đình, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00617,BỆNH VIỆN BẮC THĂNG LONG,"Tổ 18, thị trấn Đông Anh, huyện Đông Anh, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00623,BỆNH VIỆN Y HỌC CỔ TRUYỀN TRUNG ƯƠNG,"29 Nguyễn Bỉnh Khiêm, phường Nguyễn Du, quận Hai Bà Trưng, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00626,VIỆN Y HỌC CỔ TRUYỀN QUÂN ĐỘI,"442 Kim Giang, phường Đại Kim, quận Hoàng Mai, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00627,BỆNH VIỆN ĐA KHOA Y HỌC CỔ TRUYỀN HÀ NỘI,"8 Phạm Hùng, phường Mai Dịch, quận Cầu Giấy, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00635,BỆNH VIỆN CHÂM CỨU TRUNG ƯƠNG,"49 Thái Thịnh, phường Trung Liệt, quận Đống Đa, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00636,BỆNH VIỆN BỆNH NHIỆT ĐỚI TRUNG ƯƠNG,"78 Giải Phóng, phường Phương Mai, quận Đống Đa, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00639,BỆNH VIỆN ĐA KHOA 16A HÀ ĐÔNG,"150 Nguyễn Sơn Hà, phường Phúc La, quận Hà Đông, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00642,BỆNH VIỆN ĐA KHOA ĐÔNG ANH,"Đường Cao Lỗ, thị trấn Đông Anh, huyện Đông Anh, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00643,BỆNH VIỆN ĐA KHOA ĐỨC GIANG,"54 Trường Lâm, phường Đức Giang, quận Long Biên, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00644,BỆNH VIỆN ĐA KHOA HÀ ĐÔNG,"2 Bế Văn Đàn, phường Quang Trung, quận Hà Đông, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00645,BỆNH VIỆN ĐA KHOA HÒE NHAI,"4 Hoè Nhai, phường Nguyễn Trung Trực, quận Ba Đình, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00646,BỆNH VIỆN ĐA KHOA HỒNG HÀ,"16 Nguyễn Như Đổ, phường Văn Miếu, quận Đống Đa, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00648,BỆNH VIỆN ĐA KHOA HUYỆN BA VÌ,"Xã Đồng Thái, huyện Ba Vì, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00649,BỆNH VIỆN ĐA KHOA HUYỆN ĐAN PHƯỢNG,"Thị trấn Phùng, huyện Đan Phượng, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00650,BỆNH VIỆN ĐA KHOA HUYỆN GIA LÂM,"Khu đô thị mới Trâu Quỳ, thịt trấn Trâu Quỳ, huyện Gia Lâm, thành phố Hà Nội ",HÀ NỘI,MD NORTH
H00651,BỆNH VIỆN ĐA KHOA HUYỆN HOÀI ĐỨC,"Thôn Lũng Kênh, xã Đức Giang, huyện Hoài Đức, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00652,BỆNH VIỆN ĐA KHOA HUYỆN MÊ LINH,"Thôn 1, xã Thạch Đà, huyện Mê Linh, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00654,BỆNH VIỆN ĐA KHOA HUYỆN QUỐC OAI,"Thị trấn Quốc Oai, huyện Quốc Oai, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00655,BỆNH VIỆN ĐA KHOA HUYỆN THANH OAI,"Thị trấn Kim Bài, huyện Thanh Oai, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00662,BỆNH VIỆN ĐA KHOA SÓC SƠN,"Thôn Miếu Thờ, xã Tiên Dược, huyện Sóc Sơn, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00665,BỆNH VIỆN ĐA KHOA TÂM ANH,"108 Hoàng Như Tiếp, phường Bồ Đề, quận Long Biên, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00669,BỆNH VIỆN ĐA KHOA VÂN ĐÌNH,"Thị trấn Vân Đình, huyện Ứng Hòa, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00671,BỆNH VIỆN ĐA KHOA ĐỐNG ĐA,"180 Nguyễn Lương Bằng, phường Quang Trung, quận Đống Đa, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00673,BỆNH VIỆN E,"91 Trần Cung, phường Cổ Nhuế, quận Cầu Giấy, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00674,BỆNH VIỆN ĐA KHOA HÀ THÀNH,"57-59-61-63 Vũ Thạnh, phường Ô Chợ Dừa, quận Đống Đa, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00677,BỆNH VIỆN HỮU NGHỊ VIỆT ĐỨC,"40 Tràng Thi, phường Hàng Bông, quận Hoàn Kiếm, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00678,BỆNH VIỆN HỮU NGHỊ VIỆT NAM - CU BA,"37 Hai Bà Trưng, phường Tràng Tiền, quận Hoàn Kiếm, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00695,BỆNH VIỆN NAM THĂNG LONG,"38 Tân Xuân, xã Xuân Đỉnh, huyện Từ Liêm, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00700,BỆNH VIỆN PHỤ SẢN HÀ NỘI,"La Thành, phường Láng Thượng, quận Ba Đình, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00701,BỆNH VIỆN PHỤ SẢN HÀ NỘI CƠ SỞ 2,"38 Cảm Hội, phường Đống Mác, quận Hai Bà Trưng, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00702,BỆNH VIỆN PHỤ SẢN TRUNG ƯƠNG,"43 Tràng Thi, phường Hàng Bông, quận Hoàn Kiếm, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00704,BỆNH VIỆN NAM HỌC VÀ HIẾM MUỘN HÀ NỘI,"431 Tam Trinh (Lô 07-3A), Cụm công nghiệp Hoàng Mai, quận Hoàng Mai, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00706,BỆNH VIỆN QUÂN Y 103,"261 Phùng Hưng, phường Phúc La, quận Hà Đông, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00707,BỆNH VIỆN QUÂN Y 105,"2 Chùa Thông, phường Sơn Lộc, thị xã Sơn Tây, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00708,BỆNH VIỆN QUÂN Y 354,"120 Đốc Ngữ, phường Vĩnh Phú, quận Ba Đình, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00711,BỆNH VIỆN TAI MŨI HỌNG TRUNG ƯƠNG,"78 Giải Phóng, phường Phương Mai, quận Đống Đa, thành phố Hà Nội",HÀ NỘI,MD NORTH
